,hour,day_of_week,roadtype,xccord,ycoord,jam_level
14348,22,1,3.0,-84.39111,33.777811,3
314,17,3,7.0,-84.473531,33.77228,4
13376,0,3,7.0,-84.371597,33.75269,3
11699,23,7,7.0,-84.392101,33.75927,4
2626,16,6,6.0,-84.335794,33.774,3
3688,17,1,4.0,-84.384348,33.74883,3
12040,20,4,3.0,-84.393481,33.72602,3
8182,18,6,6.0,-84.370573,33.77375,3
2025,13,2,2.0,-84.405878,33.79614,3
2471,19,6,3.0,-84.408043,33.80275,4
11213,19,1,3.0,-84.397216,33.71854,3
4917,12,3,3.0,-84.392257,33.7914,4
9579,22,2,3.0,-84.380189,33.75183,4
2647,23,6,4.0,-84.387553,33.74448,4
12979,19,2,7.0,-84.348927,33.7751,4
5085,22,3,4.0,-84.385097,33.74855,3
6758,23,7,7.0,-84.339831,33.78735,3
7239,19,7,7.0,-84.390513,33.78529,2
883,18,6,3.0,-84.358417,33.74366,3
2998,11,4,3.0,-84.380027,33.76097,3
14209,23,2,4.0,-84.378296,33.76016,3
1886,16,2,3.0,-84.393837,33.72362,3
15722,18,1,3.0,-84.401138,33.80119,4
3944,23,5,6.0,-84.349203,33.74686,3
15668,18,1,3.0,-84.395908,33.72033,3
9398,16,6,3.0,-84.386978,33.74715,3
10826,21,3,4.0,-84.391856,33.7939,3
5850,23,5,7.0,-84.376293,33.75436,2
1791,16,7,3.0,-84.391445,33.78533,3
11411,3,1,3.0,-84.378736,33.75911,3
5713,19,5,3.0,-84.409312,33.741,4
7429,16,2,3.0,-84.455688,33.75107,3
15422,12,5,4.0,-84.381459,33.76208,4
15323,20,5,4.0,-84.410541,33.80357,4
1994,1,2,3.0,-84.391051,33.77915,3
14363,1,1,3.0,-84.390367,33.76858,3
3401,18,1,4.0,-84.35028,33.744798,3
13908,17,3,4.0,-84.388053,33.74578,3
11583,0,7,3.0,-84.391115,33.77785,3
15525,1,2,7.0,-84.394641,33.7815,3
2393,19,6,3.0,-84.448541,33.75161,3
6056,18,5,4.0,-84.391599,33.78116,3
4973,20,3,7.0,-84.368588,33.71444,4
4403,21,7,1.0,-84.37281,33.780919,4
3892,23,5,3.0,-84.391461,33.78714,3
13313,0,3,3.0,-84.378662,33.7551,2
13446,21,3,6.0,-84.352358,33.77383,3
7257,19,7,6.0,-84.40745,33.785443,3
15084,12,5,4.0,-84.39031,33.744146,3
2264,23,2,2.0,-84.391712,33.78286,4
12490,22,4,3.0,-84.390562,33.77492,3
1004,20,6,3.0,-84.393788,33.79458,3
15721,18,1,3.0,-84.39166,33.789224,4
5625,21,6,6.0,-84.405215,33.78621,3
13839,21,3,2.0,-84.419883,33.8019,3
2890,20,6,6.0,-84.407814,33.80174,4
4574,17,7,3.0,-84.393783,33.72374,3
12952,21,2,7.0,-84.384561,33.78985,3
3008,18,4,3.0,-84.39159,33.740935,3
13852,20,3,2.0,-84.391614,33.78176,3
12242,17,4,6.0,-84.34922,33.749604,4
5775,20,5,3.0,-84.407428,33.80257,3
15521,12,2,3.0,-84.387924,33.80172,3
14314,0,1,3.0,-84.378709,33.75905,3
2513,18,6,4.0,-84.39546,33.74518,4
3163,0,4,7.0,-84.35002,33.771077,3
4125,19,7,3.0,-84.358917,33.7436,3
14179,22,2,7.0,-84.389193,33.78189,3
11717,19,7,3.0,-84.425723,33.74423,2
5905,21,5,3.0,-84.432412,33.74676,3
2634,20,6,3.0,-84.393777,33.79619,3
14879,21,5,3.0,-84.379492,33.75209,3
5423,16,6,3.0,-84.392893,33.79302,3
7934,13,6,3.0,-84.38196,33.743439,3
8099,19,6,2.0,-84.323321,33.74754,3
12082,21,4,3.0,-84.390796,33.77594,3
5759,21,5,3.0,-84.378364,33.75738,4
3145,16,4,3.0,-84.379534,33.75933,3
5203,15,3,3.0,-84.391169,33.77866,3
15297,14,5,3.0,-84.40142,33.801262,4
2765,20,6,3.0,-84.378271,33.75566,3
6480,18,3,2.0,-84.354624,33.7837,3
4941,22,3,3.0,-84.385207,33.80348,3
13581,22,3,3.0,-84.398482,33.80059,4
5831,20,5,2.0,-84.374395,33.8051,4
9732,17,2,2.0,-84.371614,33.80202,4
2441,12,6,3.0,-84.381702,33.7501,3
6264,19,3,3.0,-84.388056,33.76669,2
3566,17,1,3.0,-84.392131,33.73248,3
14888,16,5,3.0,-84.385893,33.74782,3
11853,20,7,3.0,-84.393689,33.79619,3
12427,17,4,3.0,-84.439284,33.74764,3
338,16,3,3.0,-84.380405,33.76126,3
6081,20,5,6.0,-84.43053,33.771875,4
7700,19,2,3.0,-84.381943,33.74991,3
13587,19,3,3.0,-84.381374,33.75077,4
7225,19,7,7.0,-84.416069,33.79872,3
14981,12,5,6.0,-84.393444,33.7866,4
15165,19,5,3.0,-84.404817,33.80188,3
424,21,3,7.0,-84.337524,33.79175,4
13925,14,3,3.0,-84.383811,33.74868,2
14910,21,5,3.0,-84.404436,33.8018,3
5666,20,6,4.0,-84.386067,33.74752,3
15206,20,5,4.0,-84.396348,33.71958,3
12423,21,4,3.0,-84.369214,33.74324,4
16050,21,2,3.0,-84.392675,33.79878,2
6349,18,3,3.0,-84.378698,33.7547,3
7068,16,7,3.0,-84.39084,33.782237,4
99,22,3,3.0,-84.383718,33.74905,3
13995,3,3,3.0,-84.390058,33.77092,4
5276,22,3,2.0,-84.396271,33.79678,3
5232,12,3,3.0,-84.385066,33.80359,2
2084,21,2,4.0,-84.414322,33.80554,3
1078,22,6,1.0,-84.363304,33.75182,4
11056,13,3,4.0,-84.382867,33.80558,4
10274,12,4,4.0,-84.336785,33.74499,4
11010,12,3,3.0,-84.408057,33.80275,4
8993,22,6,3.0,-84.429235,33.74602,3
12008,13,4,3.0,-84.353893,33.7446,2
14698,20,5,3.0,-84.391231,33.78258,3
8209,11,6,4.0,-84.387997,33.7459,2
9391,22,6,3.0,-84.378268,33.75645,3
12782,13,2,3.0,-84.378377,33.75752,3
11797,14,7,3.0,-84.378993,33.75284,3
14887,0,5,3.0,-84.380033,33.76097,4
9446,23,6,3.0,-84.391433,33.78913,4
4418,20,7,2.0,-84.386068,33.75937,4
7605,22,2,4.0,-84.389747,33.76549,3
2623,20,6,6.0,-84.407858,33.72024,3
14386,0,1,7.0,-84.386952,33.78665,3
11630,20,7,3.0,-84.399088,33.71484,3
5367,16,6,3.0,-84.390072,33.77004,3
15463,12,5,6.0,-84.387675,33.79444,4
4954,20,3,7.0,-84.320944,33.78906,3
9817,16,4,3.0,-84.391903,33.7341,3
5998,21,5,4.0,-84.409826,33.80328,4
3278,12,4,4.0,-84.379262,33.76108,2
86,11,3,3.0,-84.391365,33.74259,4
13497,13,3,6.0,-84.392395,33.78659,4
14011,15,3,3.0,-84.390491,33.76889,3
5418,21,6,3.0,-84.390939,33.77652,3
10896,19,3,2.0,-84.405795,33.74906,3
7156,21,7,3.0,-84.389268,33.76788,3
6318,21,3,2.0,-84.391953,33.78476,3
10586,19,2,3.0,-84.3905,33.774476,3
5384,18,6,3.0,-84.388704,33.74587,3
16004,22,2,7.0,-84.42808,33.787813,3
15709,22,1,3.0,-84.390432,33.76874,4
3266,1,4,7.0,-84.415891,33.80066,4
16017,11,2,4.0,-84.397162,33.7449,4
15900,20,1,4.0,-84.391341,33.74409,4
7751,16,2,4.0,-84.406968,33.80227,3
2141,18,2,3.0,-84.378948,33.74344,3
8743,21,5,4.0,-84.389873,33.74397,4
15826,16,1,3.0,-84.378241,33.7561,4
847,22,6,3.0,-84.392939,33.7453,3
1831,12,2,3.0,-84.429553,33.74614,3
5114,20,3,3.0,-84.387843,33.7668,2
15558,22,2,6.0,-84.389755,33.79755,3
15167,18,5,3.0,-84.391106,33.79163,4
626,22,6,7.0,-84.415252,33.8019,3
13605,14,3,2.0,-84.379296,33.74602,2
5918,13,5,3.0,-84.391383,33.78453,4
14429,1,1,2.0,-84.371338,33.76134,3
9665,12,2,3.0,-84.378418,33.75599,3
254,21,3,3.0,-84.443121,33.74979,3
14193,22,2,2.0,-84.354792,33.78446,2
1649,0,7,3.0,-84.388809,33.76711,3
6279,18,3,7.0,-84.336481,33.79312,3
6695,18,7,7.0,-84.37207,33.781773,4
15262,16,5,3.0,-84.37861,33.758695,3
13325,13,3,3.0,-84.402809,33.80151,4
12924,20,2,3.0,-84.392835,33.79343,3
15236,15,5,3.0,-84.392037,33.73186,4
8853,21,5,3.0,-84.404459,33.80181,4
14893,19,5,3.0,-84.393473,33.72608,3
7105,0,7,3.0,-84.391215,33.78124,3
10248,16,4,7.0,-84.348429,33.77575,4
9130,13,6,3.0,-84.392251,33.79206,3
4324,18,7,1.0,-84.383835,33.74726,3
10182,22,4,7.0,-84.406797,33.78155,4
8793,14,5,3.0,-84.379779,33.74344,3
10592,9,2,3.0,-84.392578,33.73074,3
2196,21,2,3.0,-84.393216,33.79732,4
8919,20,5,4.0,-84.38966,33.765473,3
10967,17,3,7.0,-84.35603,33.768393,3
1838,21,2,3.0,-84.454517,33.75083,2
754,13,6,7.0,-84.387812,33.78179,2
4067,18,5,7.0,-84.370806,33.77527,4
4666,21,7,3.0,-84.391906,33.73334,3
2425,17,6,3.0,-84.389589,33.74516,3
10723,10,3,3.0,-84.379295,33.75235,3
1885,14,2,3.0,-84.392784,33.72904,3
9505,21,6,2.0,-84.340412,33.79304,4
5962,20,5,3.0,-84.372483,33.74351,3
10922,14,3,3.0,-84.392478,33.72989,4
2796,19,6,3.0,-84.392581,33.79845,3
15933,20,2,3.0,-84.391215,33.78089,4
2668,16,6,3.0,-84.381625,33.7622,3
14622,20,5,6.0,-84.407312,33.77197,3
10442,21,1,3.0,-84.388697,33.746,3
3941,14,5,6.0,-84.349265,33.73606,4
4007,22,5,6.0,-84.407233,33.77569,3
11040,21,3,3.0,-84.393354,33.79664,3
11947,20,7,4.0,-84.406011,33.80285,4
5807,13,5,3.0,-84.393682,33.79597,3
7918,21,6,3.0,-84.353846,33.74461,3
2195,13,2,3.0,-84.384351,33.80376,3
9379,23,6,3.0,-84.378637,33.75895,3
10327,22,1,3.0,-84.378332,33.75473,3
3520,22,1,3.0,-84.382485,33.74987,3
4972,22,3,7.0,-84.37083,33.750973,3
2778,19,6,3.0,-84.38533,33.765066,4
15944,17,2,3.0,-84.382088,33.7502,4
5533,21,6,3.0,-84.392014,33.73213,3
10567,18,2,3.0,-84.464403,33.7538,3
4483,19,7,3.0,-84.391165,33.77852,3
14110,23,2,3.0,-84.378804,33.75714,4
9249,18,6,2.0,-84.37285,33.80163,3
9127,17,6,3.0,-84.392958,33.79843,4
1857,17,2,3.0,-84.379576,33.752,3
15284,16,5,3.0,-84.389169,33.76732,3
4883,22,3,3.0,-84.391434,33.74223,3
1431,20,6,6.0,-84.349018,33.76751,3
10181,19,4,7.0,-84.408082,33.78155,4
990,18,6,3.0,-84.387478,33.76637,3
4627,14,7,7.0,-84.337049,33.74751,3
11416,17,1,3.0,-84.379507,33.75208,4
15920,19,2,3.0,-84.379712,33.7518,3
13147,18,2,3.0,-84.391556,33.78891,4
1922,20,2,3.0,-84.390427,33.7742,3
8688,21,5,2.0,-84.349746,33.7977,4
6468,21,3,6.0,-84.349233,33.75204,3
6202,18,3,3.0,-84.392447,33.72997,3
13216,22,2,4.0,-84.3957,33.744961,3
12539,22,4,3.0,-84.391427,33.74279,3
3271,20,4,3.0,-84.391481,33.7898,3
3538,3,1,3.0,-84.389766,33.76778,3
4035,17,5,3.0,-84.378758,33.75925,3
12884,20,2,3.0,-84.381667,33.76179,3
12969,20,2,6.0,-84.349219,33.75951,4
5112,11,3,4.0,-84.409442,33.80315,2
9524,19,6,4.0,-84.387623,33.74454,4
9813,19,4,3.0,-84.39155,33.741339,3
8507,16,6,4.0,-84.395579,33.7204,3
10146,21,4,3.0,-84.390684,33.77549,3
14562,12,5,3.0,-84.39086,33.780075,3
1425,20,6,2.0,-84.367035,33.74252,3
14642,21,5,3.0,-84.347287,33.74565,3
9872,13,4,3.0,-84.391372,33.7844,4
7462,18,2,3.0,-84.378405,33.75776,2
10649,0,2,3.0,-84.391615,33.78933,3
6058,19,5,2.0,-84.33902,33.791943,3
13547,15,3,3.0,-84.381835,33.74999,4
12849,21,2,3.0,-84.395071,33.72147,4
11068,9,3,3.0,-84.390261,33.77281,4
2596,11,6,6.0,-84.388706,33.79713,3
2465,19,6,3.0,-84.393282,33.79371,3
9228,18,6,2.0,-84.355062,33.78569,3
3982,19,5,3.0,-84.393906,33.72336,3
15415,11,5,2.0,-84.324616,33.72491,3
13571,23,3,3.0,-84.389526,33.76759,3
13584,21,3,3.0,-84.395465,33.79732,3
15681,16,1,3.0,-84.393647,33.72454,3
5217,21,3,3.0,-84.40957,33.80332,4
5972,19,5,3.0,-84.395212,33.72128,4
5134,20,3,6.0,-84.349173,33.75816,4
9180,20,6,1.0,-84.420238,33.80178,4
6422,22,3,3.0,-84.385156,33.80352,3
4513,20,7,3.0,-84.391482,33.78629,3
215,21,3,2.0,-84.326841,33.72379,3
10147,18,4,3.0,-84.391193,33.7797,3
5613,16,6,3.0,-84.391936,33.79947,4
5304,21,3,4.0,-84.388752,33.7436,3
7279,21,7,7.0,-84.381515,33.77523,3
12393,22,4,6.0,-84.405823,33.7711,3
12436,23,4,3.0,-84.390024,33.77373,4
3645,20,1,7.0,-84.329928,33.71804,2
1106,22,6,6.0,-84.405931,33.77116,3
4635,17,7,6.0,-84.347145,33.77423,3
5484,20,6,7.0,-84.370692,33.75072,3
9435,20,6,4.0,-84.334504,33.74524,4
12298,20,4,6.0,-84.328528,33.7728,3
12253,12,4,6.0,-84.391084,33.79842,4
9681,20,2,4.0,-84.38604,33.748201,3
7238,23,7,7.0,-84.390577,33.78443,2
13791,16,3,3.0,-84.392027,33.79899,3
7670,17,2,7.0,-84.371032,33.75142,2
10874,21,3,6.0,-84.392273,33.79965,3
12864,13,2,3.0,-84.396536,33.79912,4
11153,0,1,3.0,-84.392522,33.72976,3
10144,19,4,3.0,-84.395268,33.72121,2
9266,22,6,4.0,-84.394435,33.74473,3
10960,20,3,6.0,-84.407814,33.80176,3
1424,21,6,7.0,-84.384233,33.75763,4
348,22,3,3.0,-84.390709,33.74402,3
7594,4,2,7.0,-84.393496,33.75594,4
5218,21,3,3.0,-84.391138,33.77804,3
9525,22,6,4.0,-84.388521,33.74538,4
406,20,3,3.0,-84.381329,33.76183,3
12153,12,4,4.0,-84.410459,33.80354,4
1957,22,2,3.0,-84.388856,33.80088,3
4116,16,7,3.0,-84.470466,33.75764,3
7272,23,7,6.0,-84.387745,33.79545,4
11282,20,1,3.0,-84.393271,33.7979,4
12954,21,2,6.0,-84.389255,33.78695,3
7451,20,2,3.0,-84.39809,33.716807,3
6298,23,3,7.0,-84.358202,33.74316,4
12683,23,4,4.0,-84.390029,33.76647,4
6619,19,7,3.0,-84.396921,33.71896,3
2040,13,2,6.0,-84.349257,33.74154,4
1237,20,6,6.0,-84.407858,33.72037,3
1865,22,2,3.0,-84.395988,33.72025,3
14827,13,5,3.0,-84.368092,33.7435,2
11617,21,7,3.0,-84.383003,33.80512,4
4656,20,7,3.0,-84.426382,33.74476,3
3244,12,4,3.0,-84.391576,33.78938,3
10062,11,4,3.0,-84.391524,33.78755,3
5612,2,6,3.0,-84.383007,33.80512,3
13781,17,3,3.0,-84.399059,33.80077,3
102,19,3,3.0,-84.383892,33.76375,4
5615,20,6,3.0,-84.390698,33.80021,3
10927,21,3,3.0,-84.394312,33.72258,3
7220,19,7,4.0,-84.391039,33.789,4
2701,13,6,7.0,-84.470053,33.76568,3
3736,21,1,3.0,-84.383028,33.74927,4
5914,13,5,3.0,-84.393291,33.72755,3
188,21,3,7.0,-84.384227,33.75814,4
2089,18,2,3.0,-84.380263,33.74344,3
6742,0,7,7.0,-84.370907,33.7745,3
8325,20,6,3.0,-84.391618,33.74064,3
7966,23,6,3.0,-84.38282,33.749259,3
12292,1,4,4.0,-84.390086,33.74569,3
5768,21,5,3.0,-84.381296,33.76147,3
7382,18,7,4.0,-84.393033,33.74478,4
3521,3,1,3.0,-84.381404,33.75075,4
8442,21,6,7.0,-84.32682,33.760252,3
1463,19,6,7.0,-84.414066,33.80362,4
8292,21,6,2.0,-84.417723,33.73743,3
11272,5,1,3.0,-84.381071,33.75103,4
12784,16,2,3.0,-84.380455,33.7613,3
8229,12,6,3.0,-84.375273,33.74348,3
15697,22,1,3.0,-84.385794,33.76541,4
6266,20,3,3.0,-84.391114,33.79985,3
11689,14,7,2.0,-84.416211,33.79961,3
9119,22,6,3.0,-84.401162,33.71231,2
5727,17,5,3.0,-84.379171,33.75252,3
10247,19,4,7.0,-84.358211,33.74351,3
5586,15,6,3.0,-84.390817,33.78732,3
15281,21,5,3.0,-84.38451,33.764359,4
2187,18,2,3.0,-84.391215,33.78134,3
16136,19,6,3.0,-84.43985,33.747871,3
2941,18,6,4.0,-84.388019,33.74585,4
6321,19,3,4.0,-84.395359,33.74484,3
3805,18,1,3.0,-84.393919,33.72339,3
11133,18,1,3.0,-84.393277,33.74531,3
4780,20,7,4.0,-84.390537,33.7439,3
3408,23,1,3.0,-84.378973,33.75792,3
8165,19,6,7.0,-84.414705,33.80269,4
10259,19,4,7.0,-84.389004,33.74935,3
6630,21,7,3.0,-84.396071,33.72013,3
15037,13,5,7.0,-84.387725,33.74579,3
11497,1,7,3.0,-84.467076,33.75548,4
8816,17,5,3.0,-84.384671,33.74832,3
1056,21,6,6.0,-84.386297,33.77129,3
6951,19,7,7.0,-84.393372,33.78151,3
669,16,6,3.0,-84.392038,33.74111,3
2561,21,6,7.0,-84.392292,33.75429,2
15741,19,1,3.0,-84.391531,33.78853,4
8069,0,6,7.0,-84.402416,33.78152,3
2789,19,6,3.0,-84.39148,33.78623,3
13421,21,3,1.0,-84.387158,33.79681,3
11656,18,7,7.0,-84.339345,33.78857,3
5191,22,3,3.0,-84.378471,33.75809,3
2516,21,6,4.0,-84.409022,33.80248,4
13123,20,2,3.0,-84.395847,33.79796,3
7073,11,7,3.0,-84.397198,33.80021,2
7495,22,2,3.0,-84.394302,33.79547,3
1296,20,6,3.0,-84.390143,33.74468,4
4775,15,7,2.0,-84.417098,33.79962,3
12461,23,4,3.0,-84.390285,33.77521,3
16001,22,2,6.0,-84.389213,33.79564,3
15882,19,1,3.0,-84.390448,33.77403,3
7492,23,2,3.0,-84.400169,33.80103,3
2746,21,6,3.0,-84.396013,33.72021,3
150,19,3,2.0,-84.333204,33.74852,4
5115,17,3,3.0,-84.380317,33.75147,2
15946,21,2,3.0,-84.391466,33.78804,3
12460,23,4,3.0,-84.379992,33.75159,4
15562,17,2,7.0,-84.414197,33.80342,3
7784,20,2,6.0,-84.389277,33.7881,3
1391,19,6,2.0,-84.394931,33.74458,3
8401,17,6,3.0,-84.382384,33.8056,3
2912,22,6,6.0,-84.412844,33.73674,3
11081,21,3,7.0,-84.336755,33.79064,2
1402,19,6,7.0,-84.392828,33.75358,3
14952,14,5,3.0,-84.387983,33.80134,3
4835,11,3,3.0,-84.377262,33.74345,4
13181,17,2,2.0,-84.391624,33.78221,3
13667,16,3,2.0,-84.419995,33.80012,3
13661,22,3,7.0,-84.367938,33.7992,3
2678,16,6,3.0,-84.391208,33.78049,3
4046,17,5,3.0,-84.396056,33.7983,3
7229,17,7,7.0,-84.405479,33.774,3
9887,12,4,3.0,-84.388644,33.80099,3
12224,3,4,1.0,-84.388857,33.75323,3
11663,21,7,7.0,-84.392425,33.75673,4
8283,15,6,4.0,-84.391589,33.78092,3
3249,17,4,1.0,-84.374765,33.77172,3
5140,12,3,2.0,-84.338978,33.79167,4
8559,12,5,3.0,-84.425279,33.744,2
8349,20,6,3.0,-84.38589,33.747824,3
5959,20,5,3.0,-84.410234,33.74102,4
2463,14,6,3.0,-84.40169,33.80131,3
5391,14,6,3.0,-84.393201,33.72785,3
15633,17,1,3.0,-84.469745,33.75729,4
10265,13,4,2.0,-84.350955,33.79711,2
11324,16,1,2.0,-84.373342,33.80338,4
8742,15,5,4.0,-84.387982,33.74593,3
10625,19,2,3.0,-84.391453,33.78561,3
6756,21,7,2.0,-84.396291,33.7716,4
2731,19,6,3.0,-84.466932,33.75557,4
6454,18,3,7.0,-84.340307,33.78644,2
15700,22,1,3.0,-84.386916,33.76603,4
210,20,3,7.0,-84.414671,33.80274,4
8444,15,6,2.0,-84.418437,33.8009,4
4675,15,7,3.0,-84.390532,33.76918,4
865,20,6,3.0,-84.343475,33.74563,3
9159,22,6,3.0,-84.394741,33.72219,3
2146,15,2,3.0,-84.390929,33.74366,3
16129,15,6,3.0,-84.369101,33.7435,3
5644,12,6,7.0,-84.384229,33.75799,4
9058,19,6,3.0,-84.378249,33.7562,3
13339,21,3,3.0,-84.393076,33.79481,3
5324,20,3,4.0,-84.385779,33.74768,3
1324,10,6,3.0,-84.391263,33.78299,3
5429,12,6,3.0,-84.39015,33.768188,3
12688,18,4,2.0,-84.417735,33.79963,3
10845,16,3,7.0,-84.37091,33.774415,3
9369,0,6,3.0,-84.454307,33.75081,4
15538,20,2,7.0,-84.3706,33.750561,2
7188,21,7,2.0,-84.389385,33.74192,4
15455,21,5,4.0,-84.448499,33.75131,3
16056,22,2,7.0,-84.382245,33.7842,4
10809,12,3,3.0,-84.392278,33.79919,3
4201,22,7,3.0,-84.395688,33.72065,4
9383,19,6,3.0,-84.393815,33.72364,3
9188,22,6,7.0,-84.382376,33.78281,3
4275,2,7,1.0,-84.409354,33.74946,4
2876,17,6,7.0,-84.347166,33.74758,3
9355,20,6,3.0,-84.395818,33.74524,4
10749,17,3,3.0,-84.379306,33.75233,2
3619,15,1,7.0,-84.372337,33.75431,2
5909,20,5,3.0,-84.397768,33.71757,3
3372,22,1,4.0,-84.391801,33.79468,4
12984,19,2,2.0,-84.354884,33.78488,4
10701,19,3,3.0,-84.418458,33.74148,3
9710,19,2,7.0,-84.371517,33.77208,2
8569,0,5,3.0,-84.386054,33.74774,4
4726,22,7,3.0,-84.388251,33.76716,3
9546,13,2,3.0,-84.369614,33.7435,3
5736,23,5,3.0,-84.380365,33.76123,3
4836,21,3,3.0,-84.352904,33.74485,3
4824,21,3,3.0,-84.372436,33.74351,3
13652,21,3,6.0,-84.407681,33.7886,3
15254,11,5,3.0,-84.381668,33.75012,3
12964,19,2,7.0,-84.382747,33.77831,3
7260,19,7,6.0,-84.407467,33.7831,3
6961,20,7,2.0,-84.40066,33.773308,4
15492,22,2,3.0,-84.381186,33.76185,3
3282,23,1,3.0,-84.447389,33.75144,3
8059,14,6,3.0,-84.392341,33.79227,4
6133,23,4,3.0,-84.380802,33.75085,3
2914,20,6,4.0,-84.389506,33.76859,3
2887,21,6,6.0,-84.349298,33.73431,4
4480,16,7,3.0,-84.392883,33.793,3
15778,20,1,3.0,-84.390062,33.7449,3
5487,21,6,7.0,-84.389208,33.78406,4
7844,15,2,4.0,-84.395039,33.74498,3
7230,21,7,1.0,-84.39203,33.776202,4
11547,18,7,3.0,-84.391876,33.73537,3
15195,12,5,7.0,-84.368325,33.7981,3
2944,20,6,4.0,-84.387931,33.74603,4
12533,23,4,7.0,-84.393352,33.79124,4
3795,20,1,3.0,-84.390893,33.77634,3
1974,22,2,4.0,-84.397525,33.74537,4
3016,18,4,3.0,-84.388345,33.74616,3
976,20,6,3.0,-84.378917,33.75787,3
450,20,3,2.0,-84.416152,33.79961,4
11824,3,7,3.0,-84.392289,33.73319,3
14452,19,1,2.0,-84.418566,33.7997,2
10300,23,4,4.0,-84.387899,33.74609,3
2045,23,2,7.0,-84.367667,33.80038,3
9328,20,6,6.0,-84.392685,33.80077,4
10403,17,1,3.0,-84.378648,33.75574,2
15057,17,5,6.0,-84.406723,33.77163,3
2552,20,6,7.0,-84.338311,33.79056,4
9329,20,6,7.0,-84.34853,33.775637,4
9111,22,6,3.0,-84.392783,33.79274,3
9702,21,2,3.0,-84.392456,33.79902,4
7839,21,2,6.0,-84.437194,33.77148,3
6625,11,7,3.0,-84.402932,33.80177,3
15748,19,1,3.0,-84.391211,33.78117,3
8186,19,6,6.0,-84.345367,33.77467,3
10439,23,1,7.0,-84.378503,33.78648,4
12786,17,2,3.0,-84.3978,33.717497,3
3409,1,1,7.0,-84.389609,33.78151,3
10430,12,1,1.0,-84.414089,33.73652,4
3286,20,1,3.0,-84.436077,33.74685,4
344,11,3,3.0,-84.391486,33.74196,4
5937,13,5,6.0,-84.349223,33.75307,3
4683,5,7,6.0,-84.401975,33.7862,3
5183,12,3,3.0,-84.398295,33.71631,3
764,14,6,4.0,-84.390096,33.74391,2
2062,17,2,7.0,-84.35167,33.769427,3
1411,18,6,7.0,-84.39583,33.761156,4
3050,23,4,3.0,-84.39035,33.773329,3
1472,20,6,4.0,-84.389905,33.74458,3
5277,12,3,2.0,-84.396873,33.79638,3
15607,11,2,3.0,-84.390817,33.7861,3
1685,21,7,6.0,-84.349211,33.75453,4
237,11,3,4.0,-84.379389,33.76112,2
2908,20,6,7.0,-84.411726,33.78664,3
10707,13,3,3.0,-84.369313,33.7435,3
11064,21,3,7.0,-84.408925,33.79099,3
10861,18,3,7.0,-84.337172,33.79223,3
7434,22,2,3.0,-84.419578,33.74172,3
6200,11,3,3.0,-84.392858,33.72883,4
6262,11,3,3.0,-84.390333,33.77443,3
464,21,3,4.0,-84.351292,33.74476,3
15368,13,5,7.0,-84.337606,33.8017,3
6413,19,3,3.0,-84.380053,33.76015,3
9615,13,2,7.0,-84.371745,33.75303,4
16041,6,2,3.0,-84.392155,33.7373,4
13359,10,3,1.0,-84.377936,33.75671,4
9317,19,6,7.0,-84.383984,33.78218,3
10417,0,1,3.0,-84.392212,33.79195,3
8134,20,6,7.0,-84.36318,33.754833,3
7024,21,7,3.0,-84.394721,33.72195,4
2407,17,6,3.0,-84.382403,33.74956,3
14632,20,5,4.0,-84.388874,33.767,4
2186,19,2,3.0,-84.380248,33.7604,4
15867,17,1,3.0,-84.391822,33.7377,4
2555,19,6,7.0,-84.366435,33.75287,3
13991,16,3,3.0,-84.378796,33.75925,3
3804,21,1,3.0,-84.382326,33.74962,3
3910,23,5,3.0,-84.384198,33.80424,4
8732,20,5,6.0,-84.346785,33.77434,4
13270,22,3,3.0,-84.417226,33.7416,3
3002,10,4,3.0,-84.380494,33.76133,2
1509,21,6,4.0,-84.379584,33.75878,4
10502,19,1,3.0,-84.38283,33.749173,4
12554,13,4,7.0,-84.369988,33.74961,4
14257,19,2,3.0,-84.392529,33.79272,3
8116,17,6,7.0,-84.335902,33.7946,3
1537,15,7,3.0,-84.32322,33.734047,2
1252,20,6,3.0,-84.368353,33.7435,3
8494,18,6,6.0,-84.370015,33.77385,2
939,17,6,3.0,-84.393372,33.7269,3
1184,14,6,4.0,-84.392077,33.74442,3
3539,23,1,3.0,-84.384974,33.76481,3
2116,22,2,7.0,-84.32369,33.788257,2
3849,17,5,3.0,-84.378292,33.75678,4
13819,21,3,3.0,-84.393579,33.79624,3
11055,21,3,4.0,-84.410943,33.80374,3
11576,22,7,3.0,-84.3784,33.757739,3
3000,16,4,3.0,-84.392655,33.7294,3
6353,11,3,3.0,-84.390378,33.77394,4
8942,22,5,4.0,-84.378096,33.75661,4
10765,17,3,3.0,-84.390349,33.77302,2
11636,18,7,3.0,-84.391383,33.74294,3
15213,16,5,3.0,-84.446065,33.75121,3
7706,22,2,3.0,-84.378642,33.75883,3
6066,19,5,7.0,-84.454237,33.74992,4
10230,5,4,1.0,-84.384323,33.78465,4
1784,20,7,3.0,-84.399976,33.71331,3
1847,15,2,3.0,-84.380307,33.74344,4
3502,15,1,3.0,-84.39117,33.778715,3
5187,11,3,3.0,-84.381561,33.76214,2
8317,21,6,3.0,-84.372664,33.74351,3
6442,22,3,7.0,-84.370898,33.77486,4
947,14,6,3.0,-84.391559,33.78857,3
16033,22,2,4.0,-84.387722,33.74631,3
